Date,CO2 - PPM,CO - PPM,CH4 - PPM,Dust Particles (PM2.5),Wind S,Wind D
1994-07-03,315.81,328,315.01,29,26.269,115.496
1994-07-04,317.12,321,314.19,28,33.317,197.522
1994-07-05,312.9,324,325.26,29,35.997,307.306
1994-07-06,314.87,327,320.75,63,11.674,319.317
1994-07-07,313.75,323,324.44,24,29.988,346.193
1994-07-08,322.16,319,313.37,23,19.619,254.024
1994-07-09,316.21,324,313.37,60,2.834,116.784
1994-07-10,320.88,322,312.55,66,7.523,311.085
1994-07-11,321.54,327,324.03,20,25.112,262.075
1994-07-12,322.16,318,315.42,43,46.243,303.618
1994-07-13,314.87,324,313.37,51,0.585,311.087
1994-07-14,317,327,315.83,49,1.606,74.829
1994-07-15,318.84,324,321.98,20,3.746,331.633
1994-07-16,318.92,322,317.47,27,24.863,131.389
1994-07-17,318.5,328,317.88,43,8.826,141.049
1994-07-18,321.54,328,312.96,41,29.81,319.141
1994-07-19,321.01,319,316.65,35,1.58,327.628
1994-07-20,319.2,326,315.01,25,25.683,110.091
1994-07-21,321.51,318,316.24,58,24.235,112.231
1994-07-22,317.08,318,324.44,33,24.871,128.286
1994-07-23,320.11,317,319.93,70,15.718,127.391
1994-07-24,319.52,327,319.93,25,35.997,141.32
1994-07-25,322.86,322,320.34,38,9.665,123.818
1994-07-26,319.19,328,316.24,49,38.409,108.088
1994-07-27,314.39,326,324.85,21,2.98,139.896
1994-07-28,312.79,318,321.98,5,14.746,315.794
1994-07-29,316.83,327,313.78,37,4.935,131.733
1994-07-30,321.32,322,322.8,35,5.242,116.976
1994-07-31,318.04,328,320.34,64,29.81,95.374
1994-08-01,320.92,320,318.29,11,5.842,119.179
1994-08-02,318.07,318,317.06,31,27.523,291.145
1994-08-03,316.73,318,319.52,2,35.997,60.511
1994-08-04,313.45,319,313.78,13,41.45,131.733
1994-08-05,316.03,326,311,3,27.965,119.179
1994-08-06,312.53,320,321.98,65,11.506,140.412
1994-08-07,319.02,329,312,10,41.613,321.484
1994-08-08,318.69,319,325.26,33,14.808,162.777
1994-08-09,322.38,317,311,33,19.097,134.636
1994-08-10,314.81,319,311.05,4,6.905,207.266
1994-08-11,314.71,321,313.37,36,35.108,148.998
1994-08-12,316.17,317,325.26,27,11.027,183.558
1994-08-13,318.66,322,316.24,42,27.07,196.224
1994-08-14,318.19,326,320.34,46,15.718,127.756
1994-08-15,321.92,324,324.03,69,30.968,267.548
1994-08-16,313.29,326,319.11,2,19.305,302.841
1994-08-17,322.29,317,316.24,70,7.874,301.52
1994-08-18,322.21,327,324.85,20,9.136,330.679
1994-08-19,318.97,329,313.37,25,21.267,300.403
1994-08-20,321.53,323,324.03,51,19.458,132.285
1994-08-21,320.31,327,319.52,41,15.714,338.074
1994-08-22,315.24,321,325.26,44,23.299,285.778
1994-08-23,317.46,317,313.78,30,12.302,347.566
1994-08-24,315.21,320,321.57,41,30.876,300.515
1994-08-25,316.06,317,312.05,12,10.758,301.565
1994-08-26,322.14,328,312.55,33,23.299,281.927
1994-08-27,316.37,325,317.06,16,4.537,239.911
1994-08-28,320.83,322,322.8,37,17.983,126.724
1994-08-29,315.84,320,324.03,21,20.556,325.089
1994-08-30,313.83,317,313.78,12,24.863,295.821
1994-08-31,315.53,324,320.75,38,25.879,299.633
1994-09-01,319.78,327,319.93,57,33.615,136.778
1994-09-02,316.42,317,320.75,29,39.224,141.901
1994-09-03,320.02,322,315.01,59,18.014,312.426
1994-09-04,315.3,327,315.83,22,24.644,294.776
1994-09-05,315.89,318,312.05,53,50.029,339.433
1994-09-06,312.33,326,311.05,9,39.691,115.496
1994-09-07,316.41,323,317.88,3,24.952,304.48
1994-09-08,318.22,318,318.29,17,21.656,155.995
1994-09-09,314.33,324,317.88,25,19.097,254.024
1994-09-10,315.62,318,317.88,41,5.242,301.52
1994-09-11,319.43,327,313.78,40,21.19,123.936
1994-09-12,320.16,321,312.96,4,34.372,298.886
1994-09-13,316.17,326,312.55,28,15.294,135.857
1994-09-14,319.08,319,312.55,59,43.63,138.32
1994-09-15,320.29,325,312.96,59,36.375,110.071
1994-09-16,316.62,326,319.11,43,16.265,303.028
1994-09-17,321.59,326,312.55,15,43.651,321.471
1994-09-18,322.82,329,312.55,10,23.794,322.451
1994-09-19,312.68,317,316.24,35,27.07,120.882
1994-09-20,318.23,326,312.05,37,12.5,298.061
1994-09-21,312.62,327,316.24,63,5.199,339.183
1994-09-22,317.99,321,324.85,51,3.746,135.744
1994-09-23,318.63,324,312.96,53,10.331,267.548
1994-09-24,313.97,318,312,13,42.067,143.036
1994-09-25,312.58,324,321.98,21,40.605,139.896
1994-09-26,322.52,325,318.7,66,12.728,285.863
1994-09-27,314.28,327,314.19,51,4.921,74.012
1994-09-28,321.17,321,324.85,1,12.136,311.087
1994-09-29,322.71,317,312.96,18,35.108,313.471
1994-09-30,314.59,319,319.52,32,1.038,101.722
1994-10-01,321.77,327,316.65,7,30.371,325.089
1994-10-02,320.05,329,322.8,39,9.23,307.306
1994-10-03,317.02,328,314.19,64,24.977,303.94
1994-10-04,315.11,324,317.88,20,1.69,119.332
1994-10-05,318.1,327,324.03,61,2.457,312.201
1994-10-06,322.82,320,314.19,59,27.809,122.611
1994-10-07,322.17,322,325.26,34,28.919,299.633
1994-10-08,314.93,317,313.78,18,13.85,115.496
1994-10-09,318.74,321,317.06,70,9.136,305.216
1994-10-10,319.42,326,312.96,46,30.151,118.649
1994-10-11,318.93,323,312.55,43,40.879,123.707
1994-10-12,320.07,317,314.19,45,18.62,145.622
1994-10-13,320.29,319,323.62,13,13.85,311.508
1994-10-14,316.19,317,322.8,19,9.97,278.749
1994-10-15,312.73,329,321.98,20,8.292,303.94
1994-10-16,317.32,327,324.85,39,33.586,312.849
1994-10-17,314.71,319,325.26,56,11.779,207.266
1994-10-18,321.54,328,325.26,10,51.195,115.496
1994-10-19,321.22,318,313.78,3,42.055,315.651
1994-10-20,320.23,321,313.37,51,22.67,285.778
1994-10-21,321.05,323,318.7,9,30.396,137.818
1994-10-22,312.89,325,322.39,65,27.243,311.087
1994-10-23,318.04,319,312,37,41.613,327.121
1994-10-24,320.7,318,315.83,26,29.603,149.562
1994-10-25,319.98,327,312.55,39,25.995,311.488
1994-10-26,320.48,328,321.57,29,6.963,338.049
1994-10-27,322.79,329,311.05,5,18.513,298.036
1994-10-28,318.4,318,317.88,41,28.052,134.636
1994-10-29,313.83,326,321.16,44,25.533,137.034
1994-10-30,318.92,321,319.93,31,15.922,126.681
1994-10-31,314.93,327,318.7,9,5.242,123.707
1994-11-01,315.11,321,319.11,4,22.67,316.844
1994-11-02,315.68,324,314.19,50,18.534,278.834
1994-11-03,317.11,324,319.93,57,19.097,115.496
1994-11-04,320.58,317,317.47,44,7.279,131.517
1994-11-05,312.78,325,312.05,34,31.897,133.228
1994-11-06,312.7,318,315.01,52,35.352,116.784
1994-11-07,320.16,326,316.65,22,39.848,56.29
1994-11-08,319.77,318,324.85,49,43.861,219.766
1994-11-09,319.11,325,322.8,16,12.079,306.064
1994-11-10,314.31,321,320.75,55,24.871,108.477
1994-11-11,320.86,326,312.55,48,1.23,307.56
1994-11-12,315.64,328,317.88,30,25.995,108.088
1994-11-13,317.25,326,315.83,35,34.002,95.356
1994-11-14,321.9,325,315.42,8,5.621,114.295
1994-11-15,320.39,318,311,64,43.63,138.32
1994-11-16,318.05,318,314.6,37,28.585,299.58
1994-11-17,313.03,324,316.24,20,13.312,128.478
1994-11-18,316.7,325,315.83,55,25.533,332.728
1994-11-19,321.95,321,314.6,9,11.506,135.492
1994-11-20,322.75,329,315.83,6,8.292,132.941
1994-11-21,322.52,324,319.93,53,43.861,308.845
1994-11-22,320.46,326,314.19,30,15.923,298.061
1994-11-23,321.85,326,321.57,64,19.619,112.252
1994-11-24,315.97,318,321.16,34,2.457,143.827
1994-11-25,315.38,328,321.98,48,21.13,12.89
1994-11-26,316.64,323,317.06,66,24.435,135.038
1994-11-27,316.53,324,312.55,61,33.819,132.92
1994-11-28,317.77,317,319.11,6,27.07,281.927
1994-11-29,322.69,328,315.83,43,12.139,304.598
1994-11-30,317.43,327,315.83,56,21.336,115.939
1994-12-01,320.79,323,314.19,43,33.241,234.365
1994-12-02,319.2,324,320.34,66,17.863,99.286
1994-12-03,317.27,322,318.29,29,29.603,339.183
1994-12-04,319.03,326,320.75,67,25.079,141.812
1994-12-05,317.27,317,312,29,12.027,314.128
1994-12-06,321.85,328,319.93,45,36.319,123.818
1994-12-07,314.67,319,314.19,18,30.151,301.366
1994-12-08,316.59,319,312.55,48,26.81,157.669
1994-12-09,320.98,320,319.52,13,38.19,224.447
1994-12-10,312.79,327,314.19,19,6.642,190.989
1994-12-11,313.94,328,315.42,41,8.292,134.422
1994-12-12,315.96,326,321.98,55,11.779,145.622
1994-12-13,314.33,321,321.98,4,1.58,284.962
1994-12-14,319.25,318,319.52,17,28.721,131.465
1994-12-15,314.37,319,324.03,50,9.221,329.754
1994-12-16,316.32,326,315.01,8,1.58,147.91
1994-12-17,320.7,327,314.6,41,38.19,299.931
1994-12-18,314.64,326,321.57,15,9.06,129.343
1994-12-19,314.34,321,319.52,61,1.038,131.575
1994-12-20,319.19,328,313.37,33,22.85,99.286
1994-12-21,316.01,324,324.44,21,14.808,304.48
1994-12-22,322.4,322,317.06,1,45.27,133.228
1994-12-23,317.84,319,311,54,5.416,140.329
1994-12-24,322.14,317,313.37,19,33.586,115.496
1994-12-25,322.7,324,319.93,25,5.621,19.103
1994-12-26,319.27,324,311.05,69,18.684,122.761
1994-12-27,321.46,327,321.16,67,27.07,45.025
1994-12-28,317.59,328,311.05,67,16.265,138.074
1994-12-29,314.93,328,313.37,32,14.808,144.726
1994-12-30,318.92,317,317.06,35,44.582,315.651
1994-12-31,318.69,320,319.11,35,35.108,119.179
1995-01-01,320.13,321,325.26,22,8.958,309.166
1995-01-02,319.98,319,323.21,5,22.922,186.814
1995-01-03,317.89,323,313.37,49,19.179,239.911
1995-01-04,318.96,317,323.21,20,15.714,144.069
1995-01-05,316.86,318,313.78,11,45.27,299.635
1995-01-06,314.33,322,314.6,9,50.162,290.5
1995-01-07,312.72,319,323.62,55,37.59,113.556
1995-01-08,320.38,328,317.88,19,17.579,332.906
1995-01-09,312.66,328,319.93,47,36.319,124.786
1995-01-10,316.25,323,322.39,63,30.164,313.848
1995-01-11,317.29,322,319.11,69,11.259,125.08
1995-01-12,317.12,325,311.05,37,3.616,312.201
1995-01-13,312.83,329,321.16,68,8.169,128.868
1995-01-14,314.73,325,324.44,44,50.162,132.19
1995-01-15,322.79,323,312.96,64,31.62,120.316
1995-01-16,315.77,322,315.42,3,24.457,135.857
1995-01-17,319.58,326,324.44,48,24.644,334.324
1995-01-18,317.68,322,312.96,40,16.25,219.766
1995-01-19,313.41,326,313.78,4,19.179,143.827
1995-01-20,312.59,318,312.05,59,36.319,299.8
1995-01-21,316.93,320,323.21,29,40.892,271.088
1995-01-22,315.03,317,312.05,42,26.141,314.128
1995-01-23,319.18,322,316.65,37,26.765,151.042
1995-01-24,321.54,321,311.05,48,32.328,306.692
1995-01-25,316.6,324,315.42,44,31.62,108.289
1995-01-26,317.36,320,312.96,24,11.259,304.215
1995-01-27,314.26,318,321.98,14,19.59,152.697
1995-01-28,315.18,323,314.19,29,3.746,319.515
1995-01-29,313.43,324,322.8,1,24.952,311.508
1995-01-30,319.41,318,321.16,11,10.788,150.024
1995-01-31,318.38,320,321.57,55,40.686,299.853
1995-02-01,317.86,329,322.8,29,43.924,314.566
1995-02-02,319.49,323,315.42,52,0.585,301.71
1995-02-03,317.3,327,317.88,62,17.163,131.389
1995-02-04,320.09,329,319.52,33,29.789,131.575
1995-02-05,322.57,325,324.03,60,13.794,196.224
1995-02-06,313.24,325,323.21,13,28.052,114.001
1995-02-07,314.75,326,312.55,29,27.554,181.57
1995-02-08,316.2,328,319.93,51,31.77,309.396
1995-02-09,314,317,316.24,70,0.907,299.58
1995-02-10,312.32,327,314.6,33,29.603,135.492
1995-02-11,316.13,326,320.34,26,23.415,136.422
1995-02-12,313.94,319,319.52,26,11.851,131.465
1995-02-13,313.81,327,319.93,45,11.989,129.612
1995-02-14,322.84,319,316.65,57,19.714,152.697
1995-02-15,312.43,322,312.05,47,31.77,147.384
1995-02-16,316.77,323,317.47,70,30.396,158.901
1995-02-17,322.36,322,317.06,2,35.096,131.466
1995-02-18,315.99,322,319.11,13,7.874,331.587
1995-02-19,315.3,327,314.19,65,16.66,327.664
1995-02-20,319.44,319,319.11,60,5.621,319.141
1995-02-21,320.83,329,314.19,32,3.23,125.08
1995-02-22,319.57,326,312.96,49,8.711,116.784
1995-02-23,315.42,327,318.29,31,33.317,294.776
1995-02-24,315.54,320,315.83,63,26.471,311.087
1995-02-25,315.5,323,318.29,35,44.919,311.895
1995-02-26,322.16,324,317.06,62,44.901,278.749
1995-02-27,319.14,326,312,28,42.975,115.496
1995-02-28,315.9,324,324.44,29,33.253,130.41
1995-03-01,314.14,320,312.05,42,35.096,315.09
1995-03-02,320.24,327,321.98,41,9.204,133.156
1995-03-03,316.6,321,312.96,27,31.342,136.778
1995-03-04,316.67,325,311,4,39.848,255.21
1995-03-05,316.67,326,319.11,18,43.861,116.976
1995-03-06,319.18,322,316.24,4,5.199,271.088
1995-03-07,320.98,322,325.26,56,24.863,237.436
1995-03-08,320.11,324,317.88,25,12.266,321.67
1995-03-09,314.68,322,313.37,68,36.375,312.849
1995-03-10,312.32,318,318.7,34,17.479,319.317
1995-03-11,317.92,318,320.75,32,18.014,112.252
1995-03-12,322.29,318,315.83,38,6.905,118.649
1995-03-13,317,321,314.19,53,9.97,118.649
1995-03-14,318.24,323,314.6,19,1.601,306.064
1995-03-15,319.64,325,322.8,2,15.462,123.707
1995-03-16,321.4,323,317.88,30,10.503,134.422
1995-03-17,312.96,322,318.29,31,26.471,237.436
1995-03-18,322.16,322,325.26,13,15.462,301.289
1995-03-19,314.39,326,318.29,10,17.821,107.721
1995-03-20,315.98,317,318.29,3,44.901,40.587
1995-03-21,313.3,319,314.6,51,13.548,114.043
1995-03-22,322.16,328,325.26,24,36.319,317.806
1995-03-23,321.32,323,315.83,47,44.901,48.555
1995-03-24,321.98,322,320.34,12,26.145,116.784
1995-03-25,322.46,329,322.8,17,18.513,118.32
1995-03-26,313.81,328,317.88,18,18.513,124.751
1995-03-27,315.59,322,314.19,67,50.029,26.091
1995-03-28,313.71,323,313.37,24,45.252,293.408
1995-03-29,316.4,321,316.24,2,25.436,310.11
1995-03-30,315.61,322,313.78,70,36.998,115.496
1995-03-31,321.32,320,318.7,14,24.644,108.59
1995-04-01,317.12,324,317.88,56,5.621,74.012
1995-04-02,321.14,326,324.03,40,21.768,302.837
1995-04-03,315.41,329,313.78,15,0.585,114.96
1995-04-04,320.13,324,312,17,7.446,145.581
1995-04-05,314.78,318,319.11,69,15.718,305.216
1995-04-06,316.05,325,319.11,70,33.47,286.219
1995-04-07,317.56,321,325.26,60,22.009,110.091
1995-04-08,318.81,320,322.39,65,23.44,134.112
1995-04-09,312.57,324,323.21,59,16.639,25.337
1995-04-10,319.41,321,317.47,35,35.049,301.749
1995-04-11,317.96,322,319.11,24,30.752,313.848
1995-04-12,318.27,317,317.06,5,36.492,95.374
1995-04-13,321.84,320,317.47,59,5.242,320.991
1995-04-14,316.47,324,323.62,62,0.572,168.066
1995-04-15,321.04,323,319.93,15,27.243,303.583
1995-04-16,315.69,324,321.98,22,43.861,48.555
1995-04-17,313.23,328,321.16,69,1.27,286.219
1995-04-18,316.7,329,324.03,24,50.333,298.886
1995-04-19,320.74,320,324.03,33,34.793,138.319
1995-04-20,319.22,321,318.29,53,33.09,278.834
1995-04-21,316.94,319,318.29,2,8.456,321.484
1995-04-22,319.48,320,322.39,49,43.63,153.146
1995-04-23,321.83,318,320.75,45,1.038,114.295
1995-04-24,316.47,323,318.29,39,30.23,112.252
1995-04-25,316.56,326,312.55,56,11.691,131.517
1995-04-26,321.15,322,325.26,42,15.462,321.471
1995-04-27,314.56,327,312,38,12.352,60.511
1995-04-28,322.14,318,311,14,13.85,133.293
1995-04-29,316.77,329,323.62,21,18.014,307.306
1995-04-30,322.57,317,324.03,53,24.712,303.618
1995-05-01,320.13,319,325.26,70,6.676,132.941
1995-05-02,316.47,321,314.19,3,16.641,141.156
1995-05-03,319.6,323,321.57,33,30.396,294.776
1995-05-04,322.82,324,312,41,19.59,332.906
1995-05-05,313.37,318,311,13,50.162,133.156
1995-05-06,312.99,327,320.75,15,49.983,141.812
1995-05-07,315.69,319,318.7,54,26.471,8.84
1995-05-08,312.59,322,313.37,28,21.768,311.197
1995-05-09,314.86,323,320.75,40,34.018,114.295
1995-05-10,317.25,321,325.26,38,1.606,331.633
1995-05-11,316.7,321,325.26,62,33.47,310.072
1995-05-12,319.21,326,325.26,14,26.51,112.252
1995-05-13,321.98,327,321.16,66,9.221,226.485
1995-05-14,320.09,318,321.57,5,42.058,312.75
1995-05-15,316.15,327,319.11,48,9.136,302.837
1995-05-16,319.52,321,320.75,67,18.775,60.511
1995-05-17,318.23,324,315.42,18,10.331,42.752
1995-05-18,312.82,327,313.37,24,5.199,301.366
1995-05-19,316.71,329,315.83,55,35.997,129.108
1995-05-20,315.62,320,312.05,51,3.353,309.166
1995-05-21,314.37,322,312.96,64,40.785,324.154
1995-05-22,312.56,318,321.16,41,2.457,9.026
1995-05-23,318.16,322,314.6,23,24.782,278.969
1995-05-24,319.57,321,313.78,65,27.243,279.449
1995-05-25,313.97,326,311.05,67,31.253,128.286
1995-05-26,319.1,317,319.52,31,16.639,121.893
1995-05-27,315.5,327,311,38,39.749,142.288
1995-05-28,315.36,327,321.98,49,5.923,124.786
1995-05-29,319.27,324,316.24,12,8.169,181.57
1995-05-30,321.53,329,319.93,50,37.748,108.59
1995-05-31,312.38,325,324.03,34,22.594,146.122
1995-06-01,314.51,321,312.05,63,2.857,120.316
1995-06-02,317.06,325,313.78,65,28.004,110.091
1995-06-03,314.79,326,312.96,53,0.907,145.622
1995-06-04,315.16,328,320.34,8,14.044,125.486
1995-06-05,322.69,319,312,24,24.977,300.403
1995-06-06,313.6,325,311,29,6.642,144.939
1995-06-07,322.16,322,322.8,19,3.77,116.976
1995-06-08,319.03,329,319.11,28,8.711,301.565
1995-06-09,317.62,322,321.16,52,37.748,327.628
1995-06-10,320.98,323,312.05,50,42.058,319.162
1995-06-11,322.82,318,319.11,33,31.897,134.636
1995-06-12,315.81,329,314.6,27,42.975,99.286
1995-06-13,318.08,323,314.6,3,41.23,123.487
1995-06-14,312.71,325,320.75,62,40.698,145.622
1995-06-15,315.39,322,314.19,55,9.204,40.587
1995-06-16,316.46,317,311.05,67,8.496,312.849
1995-06-17,322.35,317,323.21,54,26.611,181.57
1995-06-18,313.72,318,315.83,50,38.961,285.863
1995-06-19,318.89,319,312,15,4.111,141.155
1995-06-20,321.54,329,325.26,53,10.243,319.11
1995-06-21,316.36,324,311.05,1,27.554,286.864
1995-06-22,318.66,320,316.24,37,27.965,237.76
1995-06-23,313.03,317,320.75,16,12.372,162.777
1995-06-24,315.94,329,319.11,42,26.765,118.474
1995-06-25,317.88,329,319.52,19,32.311,317.716
1995-06-26,316.77,324,311,46,12.079,136.962
1995-06-27,319.3,319,320.75,63,1.432,309.877
1995-06-28,320.43,322,314.19,64,31.62,197.522
1995-06-29,320.87,327,315.83,59,45.031,130.861
1995-06-30,321.69,326,311,9,17.558,327.664
1995-07-01,318.5,327,319.11,27,10.115,314.128
1995-07-02,318.46,319,324.44,29,16.693,19.103
1995-07-03,316.97,321,318.7,63,24.654,312.849
1995-07-04,316.68,327,317.06,43,26.145,262.075
1995-07-05,317.41,326,317.06,62,23.44,314.429
1995-07-06,312.32,327,324.85,52,22.969,317.731
1995-07-07,315.3,317,315.83,20,31.897,143.462
1995-07-08,313.45,325,319.93,24,15.462,132.285
1995-07-09,320.65,329,312.96,9,41.613,255.21
1995-07-10,318.2,325,325.26,27,26.583,158.901
1995-07-11,318.47,319,315.01,58,18.513,133.278
1995-07-12,315.9,329,319.52,43,34.396,101.722
1995-07-13,322.81,319,321.57,17,16.265,327.664
1995-07-14,317.15,326,313.37,32,27.523,127.756
1995-07-15,320,318,314.6,5,33.615,120.316
1995-07-16,322.36,317,311.05,69,6.905,127.135
1995-07-17,322.42,320,319.11,32,20.515,299.931
1995-07-18,319.25,318,322.8,58,40.686,45.025
1995-07-19,316.03,323,312.05,58,25.079,145.885
1995-07-20,315.96,326,319.11,30,24.435,181.57
1995-07-21,313.71,326,324.03,20,19.097,262.075
1995-07-22,322.29,319,318.7,38,30.151,312.849
1995-07-23,312.62,318,323.62,56,5.621,84.537
1995-07-24,315.18,329,318.29,4,30.529,120.316
1995-07-25,313.31,326,311,16,19.117,323.93
1995-07-26,317.91,325,312.96,62,35.352,108.088
1995-07-27,315.16,323,314.19,5,24.578,311.197
1995-07-28,317.26,321,324.03,42,5.242,123.707
1995-07-29,320.37,327,317.06,3,2.857,331.687
1995-07-30,319.85,327,322.8,29,46.243,147.91
1995-07-31,315.78,318,320.75,49,13.548,134.497
1995-08-01,314.13,319,317.47,17,42.058,302.841
1995-08-02,314.03,329,319.11,35,19.714,125.486
1995-08-03,318.56,321,317.88,32,24.435,305.216
1995-08-04,322.36,318,324.44,44,14.249,127.391
1995-08-05,316.59,328,312.96,10,31.897,208.667
1995-08-06,318.19,320,324.44,24,0.572,145.622
1995-08-07,317.24,320,316.65,42,48.206,138.986
1995-08-08,314.59,325,318.29,56,1.038,133.278
1995-08-09,313.27,324,311.05,30,31.342,124.992
1995-08-10,313.71,325,321.98,8,3.23,123.502
1995-08-11,317.23,328,321.16,8,3.746,132.527
1995-08-12,320.7,326,318.7,15,26.404,122.761
1995-08-13,322.42,326,319.93,18,30.752,129.903
1995-08-14,316.77,318,312.96,23,41.613,323.93
1995-08-15,317.22,324,321.57,30,37.748,183.558
1995-08-16,318.63,320,312.05,18,33.253,141.156
1995-08-17,315.63,325,321.98,48,25.079,138.061
1995-08-18,312.34,328,324.44,27,12.423,338.074
1995-08-19,314.51,319,317.47,42,43.651,132.941
1995-08-20,319.62,319,316.24,44,1.443,316.844
1995-08-21,317.45,318,319.52,45,32.265,334.324
1995-08-22,312.9,328,321.57,29,15.714,134.422
1995-08-23,320.98,327,321.98,7,36.492,307.418
1995-08-24,321.11,327,322.39,39,9.97,327.664
1995-08-25,320.37,320,316.24,59,19.097,331.643
1995-08-26,320.09,320,322.8,64,48.836,299.931
1995-08-27,322.87,321,316.24,30,26.457,125.017
1995-08-28,316.94,324,323.62,60,5.621,212.684
1995-08-29,315.18,319,312,64,12.5,319.141
1995-08-30,313.3,318,319.93,28,27.809,249.792
1995-08-31,321.03,328,322.8,66,28.939,136.778
1995-09-01,317.89,317,323.62,4,16.639,120.316
1995-09-02,321.68,324,317.06,64,27.704,282.976
1995-09-03,320.02,325,317.47,24,39.663,187.384
1995-09-04,314.78,319,315.01,6,24.435,108.59
1995-09-05,322.56,329,314.6,3,30.824,184.297
1995-09-06,319.91,329,316.65,41,19.59,243.169
1995-09-07,317.21,320,324.03,5,36.992,74.012
1995-09-08,317.45,319,322.39,40,18.62,140.412
1995-09-09,320.33,321,323.62,35,12.079,110.004
1995-09-10,318.86,318,313.37,65,7.606,327.664
1995-09-11,318.08,323,318.7,8,27.623,123.707
1995-09-12,312.31,317,318.7,34,35.352,134.103
1995-09-13,314.75,328,321.16,27,2.857,311.694
1995-09-14,313.86,328,320.75,40,11.779,115.939
1995-09-15,312.9,325,315.83,24,24.478,128.478
1995-09-16,312.62,328,313.37,65,26.145,148.998
1995-09-17,314.36,323,321.16,55,34.793,80.134
1995-09-18,318.25,321,315.42,12,3.703,286.219
1995-09-19,322.43,317,312,62,22.203,145.581
1995-09-20,317.13,324,325.26,9,18.775,329.409
1995-09-21,315.3,328,312.55,42,39.691,302.129
1995-09-22,319.5,318,314.19,56,9.97,133.228
1995-09-23,312.43,320,320.75,24,25.995,322.577
1995-09-24,314.71,327,317.06,14,24.457,249.792
1995-09-25,317.57,326,317.47,43,22.85,197.522
1995-09-26,315.04,326,325.26,16,12.16,330.679
1995-09-27,314.03,325,324.85,13,13.566,142.288
1995-09-28,318.4,326,314.6,50,50.732,299.633
1995-09-29,314.33,329,311.05,61,27.965,128.478
1995-09-30,314.57,324,320.34,41,6.995,114.001
1995-10-01,320.27,322,311,42,18.62,19.103
1995-10-02,322.32,320,316.24,13,34.396,311.197
1995-10-03,316.94,322,314.6,4,14.746,329.754
1995-10-04,318.32,317,325.26,5,42.058,40.587
1995-10-05,312.99,318,315.83,25,37.194,305.812
1995-10-06,317.87,328,320.75,69,33.615,123.107
1995-10-07,315.16,322,319.52,55,8.067,313.471
1995-10-08,313.1,326,318.29,34,1.443,96.124
1995-10-09,318.6,319,324.85,46,50.029,309.166
1995-10-10,317.16,321,315.42,61,14.746,135.883
1995-10-11,316.61,317,314.6,9,26.457,271.088
1995-10-12,314.76,328,317.47,63,30.23,311.085
1995-10-13,316.56,318,320.75,43,43.63,224.447
1995-10-14,317.3,320,314.6,9,30.23,311.564
1995-10-15,318.35,322,312,38,35.325,312.201
1995-10-16,313.98,328,320.75,31,28.204,136.422
1995-10-17,312.44,321,315.42,41,24.478,134.636
1995-10-18,314.54,326,325.26,10,0.572,136.927
1995-10-19,322.62,321,311,32,18.014,333.741
1995-10-20,319.39,319,312.96,49,46.857,132.285
1995-10-21,313.65,317,315.42,15,19.59,47.589
1995-10-22,320.85,318,318.29,57,4.712,319.11
1995-10-23,319.6,318,319.11,68,30.151,92.176
1995-10-24,319.86,317,312,33,1.27,309.396
1995-10-25,312.62,328,318.29,38,17.863,134.636
1995-10-26,319.18,321,313.78,24,22.482,208.667
1995-10-27,314.62,319,315.83,66,16.66,214.054
1995-10-28,322.7,325,317.06,1,12.352,239.911
1995-10-29,321.61,317,317.88,14,24.435,301.366
1995-10-30,318.85,327,319.11,13,42.058,126.724
1995-10-31,312.85,319,321.57,49,16.958,266.233
1995-11-01,319.17,328,317.06,14,6.096,264.875
1995-11-02,316.18,325,323.21,17,24.578,293.651
1995-11-03,321.8,320,312.05,18,21.19,80.134
1995-11-04,317.5,326,318.29,29,36.237,214.054
1995-11-05,320.81,328,320.75,43,19.619,301.52
1995-11-06,314.19,325,325.26,19,1.038,118.649
1995-11-07,314.6,325,322.8,35,30.876,91.848
1995-11-08,319.1,328,318.29,18,26.145,301.565
1995-11-09,315.53,319,324.03,62,12.372,315.218
1995-11-10,314.42,329,315.83,56,42.975,301.52
1995-11-11,322.33,320,325.26,31,34.002,138.91
1995-11-12,315.39,323,311,54,2.98,112.252
1995-11-13,314.2,317,317.06,35,27.704,114.295
1995-11-14,315.62,324,314.19,53,42.055,186.863
1995-11-15,316.51,317,313.37,44,41.45,301.71
1995-11-16,313.08,326,312,25,51.195,293.651
1995-11-17,318.81,319,321.16,38,1.601,301.366
1995-11-18,314.82,323,321.16,67,26.611,338.049
1995-11-19,321.31,325,324.03,68,19.59,138.061
1995-11-20,315.11,318,314.19,68,17.479,327.664
1995-11-21,322.89,323,317.06,46,34.002,125.58
1995-11-22,317.87,321,317.88,59,39.507,136.962
1995-11-23,322.01,321,319.93,61,37.194,312.702
1995-11-24,315.75,320,315.01,8,6.024,319.317
1995-11-25,322.32,329,319.93,35,5.842,114.96
1995-11-26,318.24,321,318.29,29,8.666,144.939
1995-11-27,318.63,320,322.8,20,2.98,60.511
1995-11-28,314.57,319,314.6,16,36.998,208.667
1995-11-29,317.43,325,317.47,18,9.546,325.089
1995-11-30,320.74,327,311.05,52,12.027,125.321
1995-12-01,314.81,319,312.55,67,30.529,321.484
1995-12-02,316.19,325,312.55,67,19.458,305.216
1995-12-03,320.82,317,312.05,44,4.935,330.679
